Customer_ID,Customer_Name,Contact_Number,Email,City,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Years,Application_Date,Approval_Date,Disbursement_Date,Repayment_Status,Remarks
3116,Hari Thakur,+917128233809,priyajayaraman@example.org,Bhalswa Jahangir Pur,Commercial Vehicle Loan,796000,10.5,3,2023-04-03,2023-04-08,2023-04-14,Current,
3117,Chethana Gupta,+915921489503,sai82@example.com,Jammu,Commercial Vehicle Loan,112000,10.5,2,2022-11-12,2022-11-25,2022-11-27,Current,
3118,Ketki Yadav,05976387399,max62@example.org,Mysore,Gold Loan,289000,9.0,5,2023-08-11,2023-08-15,2023-08-18,Current,
3119,Pramendra Pandey,0591169884,aachalrandhawa@example.com,Jaunpur,Commercial Vehicle Loan,883000,10.5,5,2021-05-20,2021-05-26,2021-05-29,Current,
3120,Jaimini Gupta,05170641428,udarshvora@example.com,Bhind,Commercial Vehicle Loan,794000,10.5,5,2022-06-09,2022-06-10,2022-06-15,Closed,
3121,Anjaiah Vishwakarma,+911816328939,rudra93@example.net,Hubli–Dharwad,Personal Loan,830000,14.0,2,2020-01-22,2020-02-01,2020-02-01,Closed,
3122,Ank Singh,+913616989608,prashadgopal@example.org,Ahmednagar,Personal Loan,749000,14.0,4,2021-05-19,2021-05-28,2021-05-31,Overdue,Sent reminder notice
3123,Md Kadir Rajput,00875802783,sarkarkiaan@example.org,Guna,Personal Loan,998000,14.0,3,2021-08-19,2021-08-21,2021-08-23,Overdue,Account under review
3124,Moji Kumari,+913129961932,hemangnarang@example.org,Bidhannagar,Gold Loan,126000,9.0,2,2024-07-05,2024-07-16,2024-07-19,Current,
3125,Aryabhatta Pratap,+912573569084,arya64@example.org,Jalgaon,Gold Loan,170000,9.0,3,2020-12-26,2020-12-29,2020-12-30,Overdue,Account under review
3126,Munmi Srivastav,06073281880,darsh91@example.com,Guntur,Gold Loan,108000,9.0,1,2023-03-02,2023-03-04,2023-03-06,Closed,
3127,Subu Vishwakarma,05802225460,guneetpillai@example.org,Ujjain,Personal Loan,688000,14.0,4,2020-10-19,2020-10-25,2020-10-25,Current,
3128,Jalpa Rai,02448941226,lchar@example.org,Panchkula,Personal Loan,585000,14.0,5,2021-07-04,2021-07-09,2021-07-11,Current,
3129,Pandian Pratap,4899700114,pallawilliam@example.com,Nagercoil,Personal Loan,666000,14.0,2,2024-11-28,2024-12-07,2024-12-08,Closed,
3130,Koppula Vishwakarma,04505546740,ynarayanan@example.org,Bhopal,Commercial Vehicle Loan,654000,10.5,3,2021-06-08,2021-06-08,2021-06-12,Current,
3131,Debosmita Thakur,+918432802813,vedant18@example.net,Warangal,Gold Loan,439000,9.0,1,2020-03-01,2020-03-04,2020-03-07,Overdue,Account under review
3132,Hanip Yadav,+919923385405,sunderekansh@example.net,Jamshedpur,Gold Loan,996000,9.0,5,2021-08-15,2021-08-15,2021-08-15,Closed,
3133,Dhiru Divedi,+913643635131,xbail@example.org,Anand,Small Business Loan,683000,12.0,4,2020-11-26,2020-12-07,2020-12-07,Overdue,Sent reminder notice
3134,Moumita Maurya,04827751689,jackjayaraman@example.com,Erode,Small Business Loan,583000,12.0,4,2022-01-22,2022-01-27,2022-01-27,Overdue,Missed last payment
3135,Dazzling Devi,+914231165014,xdugar@example.com,Rourkela,Small Business Loan,972000,12.0,3,2021-04-10,2021-04-18,2021-04-23,Closed,
3136,Kuki Gupta,+919564324016,nshanker@example.net,Muzaffarpur,Commercial Vehicle Loan,907000,10.5,1,2021-09-07,2021-09-09,2021-09-10,Closed,
3137,Geeta Yadav,03471524057,wmani@example.net,Kumbakonam,Commercial Vehicle Loan,501000,10.5,5,2024-12-14,2024-12-27,2024-12-31,Overdue,Missed last payment
3138,Mamina Srivastav,+918559484405,baljiwan98@example.com,Katni,Small Business Loan,628000,12.0,3,2021-10-01,2021-10-10,2021-10-14,Overdue,Sent reminder notice
3139,Aameen Pratap,00990414807,bachittarkibe@example.org,Pallavaram,Commercial Vehicle Loan,299000,10.5,3,2023-07-09,2023-07-09,2023-07-10,Current,
3140,Chiranjiv Rajput,+910834958122,ramagunbir@example.org,Sagar,Gold Loan,701000,9.0,2,2020-01-21,2020-01-23,2020-01-23,Current,
3141,Chandramaadhav Divedi,+915922935518,settysamaksh@example.org,Noida,Commercial Vehicle Loan,295000,10.5,4,2020-10-03,2020-10-13,2020-10-14,Current,
3142,Dasharathi Yadav,06175626769,raghavancharles@example.com,Chittoor,Personal Loan,471000,14.0,2,2020-04-10,2020-04-24,2020-04-25,Overdue,Sent reminder notice
3143,Harshika Pandey,8174603986,jgandhi@example.net,Thrissur,Small Business Loan,331000,12.0,2,2022-04-13,2022-04-14,2022-04-16,Closed,
3144,Manishankar Kumar,01859400032,mangatomkaar@example.org,Hyderabad,Small Business Loan,103000,12.0,5,2025-01-12,2025-01-16,2025-01-20,Closed,
3145,Pooja Singh Vishwakarma,05531735563,sanghavincent@example.org,Kollam,Personal Loan,114000,14.0,2,2020-05-17,2020-05-17,2020-05-20,Closed,
3146,Nehal Mishra,02931632310,mammengeorge@example.net,Thrissur,Personal Loan,699000,14.0,3,2022-04-17,2022-04-20,2022-04-23,Closed,
3147,Parduman Pratap,0053783206,ramanmol@example.net,Deoghar,Gold Loan,497000,9.0,5,2024-07-06,2024-07-11,2024-07-11,Closed,
3148,Karthika Sonkar,+917876832335,ekanshdivan@example.com,Bally,Personal Loan,601000,14.0,5,2023-09-10,2023-09-21,2023-09-21,Overdue,Sent reminder notice
3149,Pratishtha Seth,3038320059,logantandon@example.com,Barasat,Gold Loan,137000,9.0,3,2023-05-02,2023-05-08,2023-05-12,Current,
3150,Indrani Singh,02192275103,madhavimistry@example.net,Dhule,Small Business Loan,844000,12.0,1,2020-08-18,2020-08-27,2020-08-28,Current,
3151,भागीरथ Yadav,4654629098,aggarwalayushman@example.com,Kamarhati,Personal Loan,419000,14.0,4,2022-09-22,2022-10-02,2022-10-02,Closed,
3152,Pappu Singh Pratap,5162557999,mistryadvik@example.org,Mau,Gold Loan,267000,9.0,2,2021-10-27,2021-10-29,2021-10-30,Overdue,Sent reminder notice
3153,Suryabhan Rai,3841761369,nmohanty@example.net,Gandhinagar,Commercial Vehicle Loan,145000,10.5,2,2023-07-06,2023-07-16,2023-07-21,Overdue,Account under review
3154,Barad Vishwakarma,3602135543,omkaar68@example.com,Berhampur,Commercial Vehicle Loan,915000,10.5,2,2020-02-07,2020-02-14,2020-02-16,Overdue,Sent reminder notice
3155,Barad Singh,0388166112,ayaanbhavsar@example.net,Sultan Pur Majra,Personal Loan,446000,14.0,4,2021-05-29,2021-06-10,2021-06-13,Closed,
3156,Konika Mishra,01432459075,rajutripti@example.com,Agartala,Personal Loan,674000,14.0,2,2020-05-04,2020-05-15,2020-05-16,Closed,
3157,Kanya Seth,9038735217,borahisha@example.com,Noida,Commercial Vehicle Loan,247000,10.5,1,2023-07-12,2023-07-22,2023-07-26,Overdue,Sent reminder notice
3158,Kailsh Pandit,7465576183,patrick26@example.com,Unnao,Commercial Vehicle Loan,176000,10.5,4,2020-07-21,2020-08-03,2020-08-05,Current,
3159,Maya Srivastav,+913775514977,binaseth@example.org,Haldia,Commercial Vehicle Loan,715000,10.5,4,2020-07-27,2020-07-28,2020-08-01,Overdue,Missed last payment
3160,Vineet Kumar Pandit,+919973912649,patilreyansh@example.net,Nagaon,Gold Loan,493000,9.0,3,2024-09-16,2024-09-30,2024-10-01,Closed,
3161,Suren Srivastav,4434721032,barkhalalla@example.org,Udaipur,Small Business Loan,776000,12.0,1,2024-01-02,2024-01-02,2024-01-08,Overdue,Sent reminder notice
3162,Hiran Divedi,+910046824306,darikashah@example.org,Hyderabad,Gold Loan,317000,9.0,2,2024-10-11,2024-10-17,2024-10-19,Overdue,Account under review
3163,Jitin Thakur,2444369138,omisha89@example.com,Karimnagar,Personal Loan,563000,14.0,4,2023-07-05,2023-07-17,2023-07-17,Closed,
3164,Nekram Kumar,07919757176,ayush55@example.net,Vasai-Virar,Commercial Vehicle Loan,243000,10.5,1,2022-08-16,2022-08-29,2022-09-04,Closed,
3165,Jaylal Mishra,+914335408788,lmunshi@example.com,Gulbarga,Gold Loan,573000,9.0,2,2021-08-09,2021-08-21,2021-08-25,Closed,
3166,Chethana Vishwakarma,+919243890390,sraj@example.com,Gurgaon,Small Business Loan,648000,12.0,1,2022-08-06,2022-08-06,2022-08-06,Overdue,Account under review
3167,Shanya Mishra,+917104114698,keyapalla@example.org,Vadodara,Commercial Vehicle Loan,415000,10.5,5,2022-09-17,2022-09-25,2022-10-01,Current,
3168,Mukti Vishwakarma,+917234992906,butalaazaan@example.org,Kolkata,Gold Loan,395000,9.0,2,2022-08-29,2022-09-11,2022-09-11,Overdue,Sent reminder notice
3169,Brahma Gupta,04987752688,vorarishi@example.org,Sri Ganganagar,Personal Loan,266000,14.0,4,2023-06-03,2023-06-04,2023-06-04,Current,
3170,Swet Singh,07053121115,edesai@example.org,Dhanbad,Commercial Vehicle Loan,566000,10.5,5,2020-11-02,2020-11-04,2020-11-04,Current,
3171,Sharvari Seth,03052366807,gadebenjamin@example.com,Kottayam,Gold Loan,147000,9.0,4,2022-04-27,2022-04-27,2022-05-03,Closed,
3172,Ramjas Singh,2533462249,hvarma@example.net,Sirsa,Gold Loan,993000,9.0,3,2020-12-01,2020-12-08,2020-12-09,Closed,
3173,Shakti Seth,+912645944130,eshana29@example.net,Singrauli,Small Business Loan,817000,12.0,1,2024-02-26,2024-03-01,2024-03-02,Overdue,Account under review
3174,Kajal Maurya,0887812812,jairajmunshi@example.net,Parbhani,Small Business Loan,575000,12.0,5,2024-12-01,2024-12-08,2024-12-11,Overdue,Account under review
3175,Chandraveer Pandey,08516551841,lakshitbrar@example.com,Khandwa,Personal Loan,119000,14.0,5,2020-02-27,2020-03-06,2020-03-12,Current,
3176,M V Srivastav,09335729267,ucchal96@example.net,Salem,Gold Loan,678000,9.0,5,2023-07-15,2023-07-21,2023-07-26,Overdue,Missed last payment
3177,Lambu Sonkar,0942312238,alexandersaran@example.net,Madhyamgram,Gold Loan,990000,9.0,3,2021-07-21,2021-07-21,2021-07-24,Closed,
3178,Rajesh Kumar Gupta,02574295234,baghyawati60@example.net,Amravati,Small Business Loan,702000,12.0,2,2023-02-04,2023-02-10,2023-02-11,Current,
3179,Om Parkash Pandey,08407887686,jeevikavarkey@example.com,Katni,Gold Loan,900000,9.0,3,2023-07-14,2023-07-25,2023-07-25,Closed,
3180,Ayushmati Devi,4375814486,raksha61@example.net,Guntakal,Personal Loan,910000,14.0,2,2023-03-23,2023-03-27,2023-03-29,Overdue,Account under review
3181,Mahii Mishra,6452883732,caleb81@example.org,Gorakhpur,Gold Loan,621000,9.0,4,2021-01-24,2021-01-30,2021-02-05,Overdue,Account under review
3182,Achyut Rai,05203528846,darshpillai@example.net,Gulbarga,Commercial Vehicle Loan,521000,10.5,1,2020-06-14,2020-06-18,2020-06-24,Closed,
3183,D R Divedi,+915502983051,wridesh48@example.org,Moradabad,Commercial Vehicle Loan,763000,10.5,4,2020-11-07,2020-11-15,2020-11-17,Closed,
3184,Sikha Divedi,+914496511422,deepaparikh@example.org,Malegaon,Commercial Vehicle Loan,375000,10.5,2,2021-08-21,2021-08-21,2021-08-24,Current,
3185,दिनेश Seth,06427210119,flad@example.net,Medininagar,Gold Loan,521000,9.0,4,2022-08-26,2022-09-08,2022-09-10,Closed,
3186,Uday Kumar Thakur,0800650764,omani@example.net,Ahmedabad,Small Business Loan,358000,12.0,4,2021-09-04,2021-09-09,2021-09-10,Closed,
3187,Dhara Singh Vishwakarma,04963725509,prajagopal@example.net,Mysore,Commercial Vehicle Loan,186000,10.5,3,2023-12-23,2023-12-23,2023-12-27,Overdue,Sent reminder notice
3188,Nasrul Yadav,07359773846,chanakyachaudhuri@example.net,Haldia,Commercial Vehicle Loan,979000,10.5,3,2024-03-31,2024-03-31,2024-03-31,Current,
3189,Pravallika Srivastav,+917300064732,oscarjoshi@example.org,Imphal,Gold Loan,977000,9.0,4,2020-03-03,2020-03-08,2020-03-10,Overdue,Missed last payment
3190,Hardas Tiwari,+915582884702,bjain@example.org,Kochi,Gold Loan,611000,9.0,2,2020-02-28,2020-03-09,2020-03-10,Current,
3191,Ramaraj Rajput,+912275556716,tanmayichander@example.net,Rewa,Gold Loan,713000,9.0,5,2020-10-20,2020-10-30,2020-11-04,Overdue,Sent reminder notice
3192,Baisakhi Divedi,05244188466,neelprasad@example.net,Jalgaon,Commercial Vehicle Loan,367000,10.5,3,2021-07-24,2021-08-04,2021-08-08,Overdue,Missed last payment
3193,Chiru Divedi,06694191963,nachiket66@example.org,Mangalore,Personal Loan,380000,14.0,3,2024-12-17,2024-12-31,2025-01-04,Current,
3194,अंकित Kumar,06968786627,uhalder@example.com,Kumbakonam,Small Business Loan,707000,12.0,1,2022-10-31,2022-11-12,2022-11-12,Closed,
3195,Hamsika Pandey,05459716928,prabhakarridhi@example.net,Madanapalle,Commercial Vehicle Loan,576000,10.5,5,2024-09-08,2024-09-12,2024-09-15,Closed,
3196,Gowthami Yadav,04254486405,mhayre@example.com,Dindigul,Commercial Vehicle Loan,728000,10.5,1,2023-07-30,2023-08-06,2023-08-09,Overdue,Sent reminder notice
3197,Then Vishwakarma,+916997220208,mekhala56@example.net,Bahraich,Gold Loan,957000,9.0,4,2023-08-02,2023-08-04,2023-08-09,Current,
3198,Devdatt Mishra,1023384114,ssubramanian@example.net,Latur,Commercial Vehicle Loan,213000,10.5,3,2022-11-04,2022-11-15,2022-11-18,Overdue,Account under review
3199,Kapila Srivastav,07498243981,vkamdar@example.org,Karawal Nagar,Commercial Vehicle Loan,545000,10.5,2,2023-08-11,2023-08-19,2023-08-22,Overdue,Sent reminder notice
3200,Bavita Rai,0051672878,bhatnagarnidra@example.com,Solapur,Gold Loan,511000,9.0,4,2022-01-03,2022-01-04,2022-01-04,Current,
3201,D D Sonkar,4854354756,wallachavvi@example.com,Tinsukia,Small Business Loan,666000,12.0,2,2024-12-19,2024-12-28,2024-12-29,Current,
3202,Chhoturam Pratap,+915831993803,ridhi16@example.com,Ongole,Small Business Loan,755000,12.0,2,2024-04-17,2024-04-21,2024-04-23,Overdue,Missed last payment
3203,Srishti Kumari,+913323316373,dhruv20@example.org,Nizamabad,Small Business Loan,772000,12.0,3,2022-07-18,2022-07-21,2022-07-27,Closed,
3204,Ombir Gupta,+910719222577,hitesh06@example.net,Panipat,Small Business Loan,244000,12.0,4,2021-03-09,2021-03-21,2021-03-22,Closed,
3205,Ritamoni Divedi,9825548553,lankavarenya@example.com,Tadepalligudem,Small Business Loan,130000,12.0,3,2022-04-22,2022-04-22,2022-04-26,Overdue,Missed last payment
3206,Pankhuri Rao,+910417112688,kcomar@example.net,Aligarh,Commercial Vehicle Loan,160000,10.5,1,2020-05-02,2020-05-11,2020-05-12,Closed,
3207,सोनु Rao,5095054445,kothariprisha@example.com,Kishanganj,Commercial Vehicle Loan,497000,10.5,5,2022-09-12,2022-09-13,2022-09-15,Current,
3208,Raghavi Tiwari,0407985948,jasmit44@example.org,Buxar,Gold Loan,467000,9.0,5,2022-05-02,2022-05-14,2022-05-19,Overdue,Missed last payment
3209,Aabha Maurya,6367983269,kkeer@example.com,Bally,Small Business Loan,682000,12.0,5,2022-02-24,2022-03-06,2022-03-08,Current,
3210,Samsun Sonkar,8048432979,david34@example.net,Solapur,Small Business Loan,239000,12.0,3,2021-10-02,2021-10-09,2021-10-12,Overdue,Missed last payment
3211,K M Maurrya,+919649794167,ishwar45@example.net,Chennai,Small Business Loan,288000,12.0,5,2022-09-01,2022-09-04,2022-09-10,Overdue,Account under review
3212,Ambadas Mishra,+911901453693,zpandya@example.com,Warangal,Small Business Loan,189000,12.0,4,2020-03-21,2020-04-02,2020-04-08,Closed,
3213,Pahi Vishwakarma,2310441839,jonathan42@example.org,Allahabad,Personal Loan,882000,14.0,4,2020-04-07,2020-04-18,2020-04-21,Current,
3214,Shafiya Srivastav,+916067470065,vincentpanchal@example.net,Amroha,Personal Loan,513000,14.0,3,2020-04-12,2020-04-24,2020-04-25,Closed,
3215,Balvinder Sonkar,05112128018,geetikanath@example.org,Hyderabad,Gold Loan,220000,9.0,3,2024-12-11,2024-12-15,2024-12-17,Overdue,Sent reminder notice
3216,Prem Raj Mishra,8121844573,dpatla@example.org,Bellary,Gold Loan,577000,9.0,1,2023-06-09,2023-06-18,2023-06-24,Closed,
3217,Saket Mishra,+919123493098,wbhasin@example.net,Kamarhati,Gold Loan,581000,9.0,4,2021-10-29,2021-11-11,2021-11-15,Current,
3218,Jeeva Tiwari,07396113067,elijah01@example.com,Rewa,Gold Loan,486000,9.0,3,2024-02-17,2024-02-25,2024-03-01,Closed,
3219,Pratima Singh,07075495697,gandhileena@example.com,Kanpur,Gold Loan,715000,9.0,3,2021-10-29,2021-10-31,2021-11-06,Current,
3220,Munaa Thakur,+914982239811,kiaanborde@example.net,Khora ,Personal Loan,820000,14.0,2,2022-10-09,2022-10-16,2022-10-21,Closed,
3221,Jayashree Rao,0129934835,ubanik@example.org,Hapur,Gold Loan,772000,9.0,4,2023-04-14,2023-04-25,2023-04-28,Current,
3222,Rajkamal Tiwari,08982418082,wvala@example.net,Bulandshahr,Commercial Vehicle Loan,616000,10.5,4,2021-01-24,2021-01-24,2021-01-29,Overdue,Account under review
3223,Lotan Pratap,09242175520,omdhaliwal@example.org,Gwalior,Small Business Loan,809000,12.0,3,2022-01-30,2022-01-31,2022-01-31,Overdue,Missed last payment
3224,Saminur Thakur,+917652046088,jackgala@example.org,Muzaffarpur,Small Business Loan,448000,12.0,4,2023-08-13,2023-08-21,2023-08-21,Current,
3225,Laxman Mishra,+912617708344,idikamemon@example.com,Karnal,Personal Loan,734000,14.0,1,2022-11-19,2022-11-25,2022-11-26,Closed,
3226,Anuska Thakur,01070853642,arunimatailor@example.org,Raurkela Industrial Township,Small Business Loan,330000,12.0,4,2023-08-12,2023-08-24,2023-08-26,Closed,
3227,Megharaj Vishwakarma,08346821983,advaithdevan@example.com,Bhalswa Jahangir Pur,Gold Loan,621000,9.0,4,2021-08-17,2021-08-25,2021-08-26,Overdue,Sent reminder notice
3228,Bed Pandit,+913422562436,utkarshkrish@example.com,Anand,Commercial Vehicle Loan,125000,10.5,4,2024-07-05,2024-07-19,2024-07-25,Closed,
3229,Abdul Qadir Maurrya,08283825961,psaraf@example.org,Nashik,Gold Loan,789000,9.0,4,2020-02-15,2020-02-25,2020-02-25,Current,
3230,Srujan Seth,+912365451846,nachiket19@example.net,Loni,Commercial Vehicle Loan,678000,10.5,3,2020-12-02,2020-12-11,2020-12-12,Overdue,Missed last payment
3231,Baldaniya Maurrya,+918278473233,zaid21@example.com,Vellore,Personal Loan,869000,14.0,1,2022-06-08,2022-06-09,2022-06-09,Closed,
3232,Konika Sonkar,6612491174,amrita42@example.org,Jorhat,Commercial Vehicle Loan,576000,10.5,1,2022-08-11,2022-08-25,2022-08-27,Closed,
3233,Seema Divedi,5334887652,nagarhritik@example.org,Berhampur,Commercial Vehicle Loan,242000,10.5,5,2023-06-05,2023-06-13,2023-06-15,Overdue,Account under review
3234,Jyotsna Vishwakarma,08611267639,bdesai@example.org,Siliguri,Small Business Loan,622000,12.0,5,2020-08-23,2020-09-04,2020-09-09,Overdue,Sent reminder notice
3235,Nirma Rao,00167223069,lakshmi60@example.com,Thrissur,Commercial Vehicle Loan,939000,10.5,5,2024-09-09,2024-09-09,2024-09-13,Overdue,Account under review
3236,Shashi Vishwakarma,+915274289624,joshipahal@example.com,Phusro,Gold Loan,270000,9.0,5,2022-08-30,2022-09-06,2022-09-09,Current,
3237,Rojalin Kumari,+911206282892,nmenon@example.com,Sikar,Personal Loan,390000,14.0,2,2022-08-08,2022-08-14,2022-08-16,Current,
3238,Babun Seth,08576088348,harinakshi54@example.org,Ghaziabad,Small Business Loan,479000,12.0,3,2021-12-07,2021-12-20,2021-12-20,Closed,
3239,Pui Thakur,8858845968,chamanapte@example.org,Agra,Small Business Loan,662000,12.0,2,2024-03-21,2024-03-28,2024-03-30,Current,
3240,Pallu Divedi,+910504281396,snarayan@example.com,Nanded,Small Business Loan,567000,12.0,3,2022-02-01,2022-02-14,2022-02-16,Overdue,Sent reminder notice
3241,Bilu Gupta,+915293602524,dubeyshivansh@example.org,Navi Mumbai,Personal Loan,776000,14.0,5,2021-06-25,2021-07-08,2021-07-12,Closed,
3242,Rupal Tiwari,4776149497,maanaslad@example.org,Dehri,Commercial Vehicle Loan,632000,10.5,2,2024-07-28,2024-07-30,2024-08-05,Overdue,Sent reminder notice
3243,Harish Mishra,09906227744,dkaul@example.net,Giridih,Gold Loan,871000,9.0,1,2022-03-14,2022-03-21,2022-03-25,Overdue,Missed last payment
3244,Raziya Gupta,00139650224,gbal@example.net,Motihari,Commercial Vehicle Loan,889000,10.5,1,2022-04-18,2022-04-29,2022-05-05,Overdue,Missed last payment
3245,Yazhini Srivastav,6213558081,nikitachandran@example.org,Udupi,Gold Loan,432000,9.0,1,2021-01-03,2021-01-13,2021-01-13,Current,
3246,Gurnoor Pratap,06618762020,harinakshi07@example.net,Raebareli,Commercial Vehicle Loan,517000,10.5,5,2022-11-26,2022-11-27,2022-12-03,Closed,
3247,Dechen Mishra,+919080715653,yug07@example.com,Hajipur,Small Business Loan,650000,12.0,4,2021-09-11,2021-09-20,2021-09-21,Current,
3248,Dibya Ranjan Yadav,0205413220,baggarwal@example.com,Imphal,Commercial Vehicle Loan,696000,10.5,4,2021-09-21,2021-09-27,2021-09-27,Overdue,Account under review
3249,Champa Rao,02602968919,gavin65@example.org,Kumbakonam,Gold Loan,886000,9.0,1,2020-05-18,2020-05-21,2020-05-26,Current,
3250,Anitha Gupta,04723058928,chanakya05@example.net,Pimpri-Chinchwad,Commercial Vehicle Loan,515000,10.5,1,2023-04-27,2023-04-28,2023-05-04,Overdue,Missed last payment
3251,Sankha Rai,4010866696,daksha29@example.net,Jaipur,Gold Loan,538000,9.0,2,2021-05-06,2021-05-14,2021-05-16,Current,
3252,Bansidhar Sonkar,+917384504765,david03@example.com,Tezpur,Personal Loan,634000,14.0,3,2021-10-14,2021-10-23,2021-10-29,Overdue,Sent reminder notice
3253,Ripal Sonkar,09630342427,mahikanadig@example.com,Bhagalpur,Gold Loan,339000,9.0,2,2023-02-13,2023-02-13,2023-02-19,Overdue,Sent reminder notice
3254,Priya Kumari Rai,+914527920940,theodorejain@example.com,Barasat,Personal Loan,288000,14.0,1,2024-11-03,2024-11-10,2024-11-11,Closed,
3255,Rachna Sonkar,01324102646,chatreshram@example.org,Madurai,Personal Loan,862000,14.0,1,2024-01-24,2024-02-03,2024-02-04,Current,
3256,Merugu Kumar,04832596939,oom@example.com,Rajahmundry,Small Business Loan,151000,12.0,3,2023-07-10,2023-07-18,2023-07-20,Current,
3257,Ayush Singh Sonkar,+915006657300,zratta@example.com,Udupi,Commercial Vehicle Loan,800000,10.5,4,2022-01-08,2022-01-21,2022-01-26,Closed,
3258,Budhiram Gupta,+910684349243,khatrigauri@example.net,Ongole,Gold Loan,118000,9.0,4,2020-08-13,2020-08-24,2020-08-28,Closed,
3259,Devasree Rao,05643644843,ozaunnati@example.org,Davanagere,Gold Loan,850000,9.0,2,2020-05-11,2020-05-15,2020-05-20,Current,
3260,Ershad Srivastav,00861015578,fariq37@example.org,Raiganj,Gold Loan,351000,9.0,3,2021-10-11,2021-10-13,2021-10-19,Current,
3261,Vikki Seth,+914369789813,chaaya85@example.com,Ghaziabad,Commercial Vehicle Loan,286000,10.5,2,2020-04-23,2020-05-04,2020-05-09,Overdue,Account under review
3262,Reshu Gupta,01599917802,balvan92@example.com,Nellore,Commercial Vehicle Loan,121000,10.5,5,2024-05-20,2024-05-23,2024-05-28,Overdue,Missed last payment
3263,Parijat Divedi,4881025869,rohangole@example.com,Katni,Commercial Vehicle Loan,734000,10.5,1,2021-02-14,2021-02-17,2021-02-17,Current,
3264,Pratima Divedi,+912799778246,eiravatiapte@example.com,Kakinada,Gold Loan,404000,9.0,3,2021-06-08,2021-06-12,2021-06-16,Overdue,Missed last payment
3265,Jushna Maurya,9885567431,joshua96@example.com,Nadiad,Personal Loan,983000,14.0,5,2022-12-11,2022-12-25,2022-12-27,Current,
3266,Aaradhita Rajput,00913573143,dhruv17@example.com,Ambattur,Commercial Vehicle Loan,484000,10.5,1,2022-07-18,2022-07-24,2022-07-25,Overdue,Missed last payment
3267,Tilakraj Rao,+911275512102,pauchristopher@example.com,Farrukhabad,Commercial Vehicle Loan,617000,10.5,4,2021-05-15,2021-05-29,2021-05-30,Current,
3268,Yakub Seth,5718473542,unnatiraju@example.com,Madhyamgram,Small Business Loan,254000,12.0,4,2022-12-14,2022-12-26,2022-12-31,Overdue,Sent reminder notice
3269,Sonu Singh,4943557962,advaithdada@example.com,Suryapet,Personal Loan,752000,14.0,2,2023-12-25,2023-12-28,2024-01-01,Closed,
3270,Lahu Gupta,00440333525,urvashi56@example.net,Saharanpur,Gold Loan,148000,9.0,3,2020-05-01,2020-05-14,2020-05-19,Closed,
3271,Dhani Ram Pratap,8162532254,paifalak@example.net,Madhyamgram,Gold Loan,944000,9.0,4,2022-05-01,2022-05-13,2022-05-15,Closed,
3272,Reetika Rai,+913069799506,ishitasarin@example.com,Mumbai,Gold Loan,753000,9.0,1,2023-05-16,2023-05-25,2023-05-27,Overdue,Sent reminder notice
3273,Hriata Kumar,08309044204,ganga49@example.com,Haridwar,Personal Loan,313000,14.0,2,2024-04-04,2024-04-15,2024-04-19,Overdue,Account under review
3274,Md Nisar Singh,4836431557,bhatiawarda@example.com,Madhyamgram,Personal Loan,427000,14.0,1,2022-08-15,2022-08-18,2022-08-19,Closed,
3275,Tisha Srivastav,03124208022,tanay99@example.net,Sonipat,Personal Loan,855000,14.0,5,2020-10-10,2020-10-10,2020-10-10,Current,
3276,Rajbala Maurya,02267534656,warjas19@example.com,Rohtak,Personal Loan,637000,14.0,1,2024-05-04,2024-05-11,2024-05-17,Current,
3277,Omprakash Kumar Singh,3360273413,christophersani@example.org,Belgaum,Gold Loan,297000,9.0,2,2023-09-08,2023-09-09,2023-09-13,Overdue,Missed last payment
3278,Sitaram Mishra,06096618207,georgeagrawal@example.org,Udaipur,Commercial Vehicle Loan,393000,10.5,3,2020-09-29,2020-10-05,2020-10-09,Overdue,Missed last payment
3279,Shakti Singh Rajput,9753575447,hvarkey@example.org,Kalyan-Dombivli,Gold Loan,269000,9.0,2,2022-11-21,2022-11-29,2022-12-01,Closed,
3280,Pawan Yadav Rajput,+911687834954,nimratparsa@example.com,Rourkela,Small Business Loan,993000,12.0,3,2022-06-15,2022-06-21,2022-06-22,Current,
3281,Nithiya Maurya,+917311883421,nadkarniinaya@example.org,Thanjavur,Commercial Vehicle Loan,518000,10.5,2,2022-10-08,2022-10-22,2022-10-23,Current,
3282,Sampa Rao,08210353984,dhruvgaba@example.org,Muzaffarnagar,Commercial Vehicle Loan,385000,10.5,5,2022-01-07,2022-01-12,2022-01-12,Overdue,Missed last payment
3283,Shiya Yadav,+916809683211,desaiedhitha@example.net,Jabalpur,Commercial Vehicle Loan,744000,10.5,5,2022-09-27,2022-09-28,2022-10-02,Current,
3284,Jayraj Mishra,4971738960,upkaarkarnik@example.org,Loni,Gold Loan,588000,9.0,5,2023-12-29,2024-01-04,2024-01-07,Closed,
3285,Lingesh Singh,04756786169,lakshbhatnagar@example.com,Pallavaram,Personal Loan,119000,14.0,4,2022-10-31,2022-11-04,2022-11-04,Closed,
3286,Aseem Gupta,+912398872282,ekaraj35@example.org,Giridih,Gold Loan,979000,9.0,5,2022-04-22,2022-04-24,2022-04-24,Overdue,Account under review
